id,sex,age,unknown,zip
5903,1,25,11,6851
5904,0,45,12,954025
5905,0,35,20,78006
5906,0,18,4,19803
5907,1,25,2,11217
5908,1,25,4,19711
5909,1,18,20,91330
5910,0,45,20,10033
5911,0,25,17,80301
5912,1,25,1,77064
5913,0,18,0,47901
5914,1,35,2,91344
5915,1,18,4,58102
5916,1,50,20,48230
5917,0,50,1,94550
5918,1,25,12,55105
5919,1,18,0,47933
5920,0,25,1,5401
5921,1,25,6,15146
5922,1,56,3,94561
5923,1,25,7,5401
5924,1,35,0,55417
5925,0,25,0,900354444
5926,0,50,7,65712
5927,1,35,14,10003
5928,1,45,1,14760
5929,0,35,0,33607
5930,0,35,17,78681
5931,0,18,7,94111
5932,1,18,14,90038
5933,1,25,2,98227
5934,1,25,14,77075
5935,1,18,0,35115
5936,1,18,4,37130
5937,1,25,12,60622
5938,1,25,1,35401
5939,0,45,15,77040
5940,1,50,12,3062
5941,0,25,0,60640
5942,1,45,1,1867
5943,0,45,1,19806
5944,0,18,10,27606
5945,0,35,2,35229
5946,0,56,1,55406
5947,0,45,16,97215
5948,1,56,13,12124
5949,1,18,17,47901
5950,1,25,4,19713
5951,1,18,4,77005
5952,0,45,1,78231
5953,1,1,10,21030
5954,1,45,11,70802
5955,0,25,7,34952
5956,0,18,4,2142
5957,1,18,20,2038
5958,1,45,14,94301
5959,0,18,4,14850
5960,0,45,0,70460
5961,0,45,0,78757
5962,1,35,7,80221
5963,1,25,15,2140
5964,1,18,5,97202
5965,1,25,17,77449
5966,0,35,9,10021
5967,1,50,16,730695429
5968,1,56,7,98103
5969,1,45,13,77706
5970,1,35,11,55438
5971,1,35,7,49504
5972,0,25,20,55428
5973,1,1,10,54701
5974,0,25,1,32303
5975,1,25,14,55104
5976,0,25,1,26542
5977,1,35,1,90012
5978,1,35,1,49307
5979,1,25,1,43214
5980,1,56,1,42503
5981,1,35,7,1776
5982,1,35,1,56082
5983,1,25,3,29208
5984,1,25,1,60657
5985,0,18,4,787055221
5986,0,56,1,1060
5987,1,25,16,10003
5988,1,25,15,94022
5989,0,1,10,74114
5990,0,25,20,90046
5991,0,35,20,94025
5992,0,18,4,21046
5993,0,50,20,50010
5994,1,35,1,32501
5995,0,35,1,14618
5996,0,25,0,87114
5997,0,25,7,10016
5998,1,18,4,61820
5999,0,25,1,55455
6000,1,45,17,30075
6001,0,25,7,94117
6002,1,50,0,43231
6003,0,45,17,78722
6004,0,25,15,28401
6005,0,25,5,28401
6006,0,1,0,1036
6007,1,35,17,80537
6008,1,18,4,78705
6009,0,25,12,60540
6010,1,35,0,79606
6011,1,35,15,80538
6012,1,35,15,2871
6013,0,25,20,32301
6014,1,45,1,80634
6015,0,25,9,80013
6016,1,45,1,37209
6017,0,35,7,21117
6018,1,35,1,48906
6019,1,25,0,10024
6020,1,50,16,10023
6021,1,25,12,8876
6022,1,25,17,57006
6023,1,25,0,43213
6024,1,25,12,53705
6025,0,25,1,32607
6026,1,35,6,11210
6027,1,18,4,20742
6028,1,18,4,94133
6029,0,25,1,23185
6030,1,25,17,32618
6031,0,18,0,45123
6032,1,45,7,55108
6033,1,50,13,78232
6034,1,25,14,94117
6035,0,25,1,78734
6036,0,25,15,32603
6037,0,45,1,76006
6038,0,56,1,14706
6039,0,45,0,1060
6040,1,25,6,11106
